area,1.5m humi_y,1.5m temp_y,5cm earth_y,radio,all_product
345.65,88,21.6,23.6,7.07,27
132.57,92,21.1,25,5.43,2802.6
282.11,85,22,26.1,11.66,120
189.61,84,22.7,23.1,8.35,144
132.57,91,21.5,23.9,2.88,100
186.13,94,21.4,24.1,5.31,1709
132.57,94,19.7,23.5,8,680
132.57,82,21.5,22.9,9.4,50
186.13,96,20.5,22.9,7.45,190
132.57,78,21.5,23.7,23.35,2343.2
345.65,87,20.4,22.3,13.18,8
189.61,84,21.3,21.7,9.79,104
132.57,70,22.7,23.5,14.77,80
132.57,84,21.6,24,15.21,1748.8
345.65,79,22.9,24.3,24.69,12
282.11,81,21.8,25.6,23.88,22.2
186.13,80,23.3,24.1,21.85,122
132.57,89,19.5,23.5,5.88,2094.6
345.65,77,22.4,24,11.62,32
132.57,86,20.4,22.8,3.96,80
186.13,85,21.8,24.1,5.63,1294
345.65,78,21.7,24.4,19.25,36
132.57,93,19.8,22.7,7.31,2629
132.57,83,21.1,22.6,7.43,40
186.13,90,20.4,22.8,5.96,194
132.57,92,22,23.6,7.84,4170.5
132.57,90,22.6,23.3,3.42,207
186.13,86,23.7,24.9,13.67,1322
132.57,83,24.8,25.4,23.24,3117.7
282.11,84,23.8,26.6,22.9,24
345.65,83,23.1,24.9,13.76,20
132.57,84,24.7,25.2,17.28,50
186.13,85,23.9,25.1,12.73,1444
132.57,82,23.8,26.4,25.17,2913.2
132.57,77,24.6,25.9,15.65,240
186.13,84,24,25.7,19.02,822
132.57,84,23.6,26.1,17.78,2409.1
282.11,75,24.7,27.9,26.51,10
345.65,77,24.6,25.9,20.43,28
189.61,71,27,26.6,24.97,16
186.13,76,26,26.8,21.63,376
132.57,88,24,25.7,14.42,2371
282.11,86,24,27.1,11.75,30.2
189.61,73,25.8,25.8,16.85,100
345.65,74,25.5,26,18.12,24
132.57,89,24.2,24.7,7.81,50
186.13,84,25.7,27.2,18.26,1295.3
282.11,80,25,27.9,20.16,153
345.65,71,25.1,25.7,19.44,30.3
132.57,89,23.8,26.1,16.16,2116.3
132.57,83,24.6,25.2,10.04,40
186.13,83,25.1,26.9,14.24,534
132.57,94,20.9,23.3,8.1,2706.8
282.11,93,19.1,23,3.76,133
189.61,97,19,20.9,3.5,55
345.65,95,18.7,21.5,2.87,10
132.57,96,20.3,22.2,1.58,130
186.13,96,20.9,22.2,3.05,1530.5
345.65,87,19.6,21.3,8.05,56
132.57,97,19.1,23,4.11,938.2
132.57,88,20.7,22.5,7.8,20
186.13,97,20.3,22.7,6.05,1082
132.57,99,19.2,22.4,5.79,1799.7
282.11,90,19.9,24.2,10.7,53.6
132.57,96,19.7,22.4,5.63,95
186.13,94,20.8,22.8,7.65,1511
132.57,85,22.1,23.5,20.37,919.4
282.11,77,22.1,25.8,25.23,130.5
345.65,77,22.3,24,23.71,44
186.13,85,23.2,24.6,19.44,1545
132.57,85,23.4,25.5,20.8,1187.1
345.65,75,23.3,24.9,26.43,16
282.11,73,22.5,26.7,28.85,56
132.57,82,23.1,25.1,16.67,80
186.13,83,23.7,25.2,17.38,1835.4
345.65,78,23.6,25,17.82,28
132.57,83,22.2,25.5,17.23,510
282.11,81,21.2,26.2,24.06,446.4
189.61,78,25.2,25,20.33,80
186.13,78,24.3,25.8,16.35,208
132.57,90,24.7,26,11.25,1959.4
282.11,82,26.1,26.7,13.92,234
345.65,91,23.1,24.3,6.44,18
189.61,91,24.1,24,5.22,65
132.57,85,25.9,25.2,8.42,230
186.13,94,24.4,25.3,9.43,1057
345.65,79,23.8,25.1,18.56,65
132.57,89,23.7,26.6,19.51,807.7
282.11,73,26,28,26.54,250.5
186.13,81,25.2,26.6,21.96,1085.5
132.57,98,22.6,26.1,5.19,370
282.11,94,22.8,26.9,4.66,460
189.61,98,22.5,23.8,4.08,60
132.57,94,23.5,24.9,4.41,90
186.13,97,22.3,25.4,4.19,214
132.57,95,22.3,24.7,4.67,897
282.11,95,21.2,25.2,3.5,460
345.65,95,21,23,1.49,3.3
132.57,93,22.9,24,0.88,250
186.13,96,22.4,23.8,3.5,1470
132.57,97,20.3,23.9,6.87,670
345.65,84,21.4,22.6,12.09,8
132.57,90,21.3,23,3.36,20
186.13,97,21.9,23.5,5.86,1585
132.57,98,20.9,23.8,8.49,817.5
345.65,69,24.5,24.4,20.93,4
186.13,90,23.4,24.4,10.77,1140
282.11,92,22.5,25.5,8.59,1050
132.57,93,22.2,24.9,9.47,1008.6
345.65,87,23.8,24.8,10.04,88
189.61,91,24.6,24.1,6.4,40
132.57,93,22.6,24.6,4.35,20
186.13,89,24.1,25.3,9.16,2030
282.11,93,22.5,25.2,5.01,467
345.65,87,24.1,24.9,7.83,94
132.57,94,25.1,25.4,9.52,150
132.57,93,25.4,25.1,7.73,60
186.13,94,25,25.5,9.89,1309.7
132.57,96,24.7,25.8,5.24,256
282.11,95,22.8,25.1,4.59,112
345.65,91,25,25.4,13.34,40
132.57,93,25.7,26.1,7.31,110
186.13,97,24.9,25.5,4.94,1172
132.57,96,25,26.3,15.89,259.6
282.11,96,23,24.9,5.48,450
345.65,89,24.7,25.8,11.36,32
132.57,90,26.5,27,15.27,274.6
345.65,91,25.4,26.1,11.42,14
189.61,93,25.9,25.6,12.4,24
132.57,89,26.1,27.2,14.93,60
186.13,93,26.4,27,12.83,1602
186.13,95,26.2,27.4,13.01,104
132.57,89,26.5,27.6,16.02,531.6
345.65,93,25,24.9,1.78,44
282.11,81,26.5,27.9,10.95,24
189.61,97,25,24.6,2.98,87
186.13,87,27.9,27.7,13.47,1425.8
282.11,84,26.5,28.4,19.68,737
132.57,85,27.5,28.3,22.2,265
345.65,86,26.7,25.6,11.67,70
189.61,90,27.2,25.4,9.52,44
132.57,86,27.6,28.3,14.56,40
186.13,83,29.2,28.4,19.01,1485.2
282.11,95,25.4,28.2,10.31,412
345.65,85,27.5,26.8,18.62,63
132.57,87,27.4,28.2,15.59,150
186.13,92,27.6,28.1,10.49,1394
282.11,88,26.2,27.7,5.36,780
132.57,94,25.3,27.4,3.23,138
189.61,95,24.5,25.3,8.39,7.2
132.57,89,27,27.2,4.36,73.5
186.13,96,26.1,27.1,6.15,1122
345.65,90,23,24.9,4.46,8
186.13,97,23.8,25.6,1.67,1019
132.57,89,26.7,26.3,3.23,20
186.13,97,24.2,24.9,0.85,1073.5
345.65,86,27,25.8,11.39,8
132.57,91,26.1,26.9,3.29,10
186.13,97,26.3,27,8.77,1516.3
132.57,94,,26.8,11.06,296.6
345.65,92,24.5,25.6,7.91,280
186.13,96,26.7,27.1,7.93,1068.5
282.11,93,26.2,27.9,12.63,585
132.57,93,,27.8,12.79,129
132.57,89,27.5,27.9,11.7,70
186.13,94,27.5,27.8,13.36,229
282.11,83,27.9,29,21.04,559
345.65,86,27.2,26.8,17.37,14
132.57,91,,27.9,21.73,136
132.57,89,27.5,27.9,10.04,10
186.13,86,28.8,28.8,16.47,1114
282.11,81,28.3,29.7,19.19,380
132.57,88,,28.8,20.31,140
186.13,88,28.6,29,15.15,875
345.65,91,26.1,26.2,4.79,74
282.11,83,27.8,29.8,19.15,986
132.57,83,27.9,29.3,24,97.1
186.13,83,29.1,29.6,18.63,845
345.65,83,27.5,28.1,22.69,47.6
282.11,85,26.2,30,19.77,130
132.57,90,27.5,29.7,22.05,60
186.13,83,28.6,29.6,16.14,1173
132.57,86,28,30.2,25.62,22.8
282.11,84,26.8,30.5,23.4,524
132.57,80,28.2,29.5,16.31,30
186.13,84,27.9,29.9,22.79,1130
132.57,86,26.6,30,26.81,8.5
282.11,81,26.6,30.6,24.88,922
189.61,84,26.7,27.7,21.87,42
186.13,82,27.3,29.5,24.54,753.6
282.11,77,27.2,30.7,24.46,227
345.65,81,27,28.6,20.37,14.5
186.13,84,27.6,29.6,24.02,910
282.11,79,26.2,30.6,22.38,402
186.13,85,27.5,29.4,23.75,614.3
282.11,81,25.9,30,13.74,314
132.57,87,26.3,29.5,13.05,10
345.65,85,26.1,28.1,12.19,5
186.13,90,26.5,29,11.43,656
345.65,77,26.9,27.8,24.19,4
132.57,84,26.9,29,13.52,18
186.13,81,28.3,29.3,18.98,777
345.65,68,29.3,29,24.85,24
132.57,80,27.9,28.7,12.86,10
186.13,79,29.5,30.2,19.31,701
282.11,82,27.3,30.3,20.45,50
345.65,73,28.5,28.7,12.4,70
186.13,80,28.9,28.8,11.61,712
345.65,86,26.7,27.2,10.81,22
186.13,78,29.8,28.8,15,1012
186.13,85,28.6,29.8,16.09,787.5
282.11,85,27.2,30.4,13.37,10
345.65,94,25.4,27.8,9.12,40
186.13,94,26.7,28.9,11.44,675
345.65,83,27.2,28.3,12.9,32
186.13,89,27.6,29.2,10.32,567
345.65,82,25.5,28,11.24,30
186.13,81,27.4,29.5,14.98,691
282.11,94,24.5,28.1,4.88,140
345.65,90,24.4,26.8,5.36,10
186.13,96,25.2,27.7,6.02,827
282.11,76,24,27.3,15.46,30
345.65,80,22.7,25.2,18.58,20
132.57,79,23.8,26.2,15.89,10
186.13,90,23.2,26.1,15.26,571
186.13,80,23.8,26,17.96,384.5
282.11,89,20,25.5,5.25,387
132.57,91,21.1,26,6.73,11.6
345.65,78,22.2,24.9,12.39,30
189.61,75,23.2,23.7,13.12,8
186.13,87,22.1,25.2,4.76,1468
132.57,92,20.4,23.3,6.26,230
345.65,89,19.5,21.8,3.74,20
186.13,97,19.9,22.2,3.75,108
132.57,88,22.9,24,15.67,726.4
345.65,81,23.2,23.3,16.79,30
186.13,88,23.5,24.3,17.8,284
132.57,85,23,24.7,12.78,83.6
186.13,87,22.5,24.8,13.79,836
132.57,88,22.5,25,15.46,232.8
345.65,85,22.1,24.3,18.53,40
186.13,84,23.7,25.6,15.5,1014
345.65,86,21.4,23.9,6.3,20
186.13,91,21.8,24.7,4.13,1333
132.57,90,22.4,24.1,11.66,407.3
345.65,92,19.1,22.6,5.82,24
186.13,93,20.3,23.6,12.43,488
132.57,86,22.6,25,20.27,164
186.13,89,20.9,23.9,14.45,702
132.57,88,22.2,25.3,18.17,765.6
186.13,80,23.3,24.5,16.78,910
282.11,87,21,25.2,8.03,13
345.65,92,20.4,23.6,5.75,50
186.13,93,22,24.7,6.14,704.9
132.57,95,20.5,24.7,6.91,484.8
345.65,87,19.9,23.1,7.64,20
132.57,91,20.8,24,3.7,20
186.13,94,21.7,24.3,6,554
345.65,76,20.2,22.8,21.17,104
132.57,89,18.5,23.6,14.42,130
132.57,83,19,23.2,7.35,54
186.13,83,19.8,23.6,11.28,562
132.57,86,18.6,23.1,19.37,640.3
345.65,81,19.3,21.9,16.1,68
186.13,84,19.7,22.5,15.84,1186.9
132.57,82,16.9,22.1,20.45,482.6
345.65,68,17.7,20.8,18.33,21
189.61,74,18.3,20.3,18.27,52
132.57,75,18,22,10.44,42
186.13,75,17.5,21.4,15.43,813
132.57,83,17.3,21.9,15.19,701.2
345.65,69,18.5,21.2,19.27,84
189.61,63,20,20.6,19.81,56
186.13,77,19,21.7,13.86,641
132.57,86,17.7,21.4,10.78,149.1
345.65,65,18.8,20.9,14.65,72.1
189.61,63,19.4,20.1,13.29,100
186.13,71,20,21.5,11.76,702
345.65,62,20.3,21.4,19.53,34
132.57,87,18.9,21.9,18.01,1245.1
282.11,80,17.4,21.8,13.46,50
189.61,61,21.1,20.7,18.27,122
186.13,73,20.8,22.1,13.87,845
345.65,68,19.9,21.2,16.04,192
132.57,88,19.2,22.4,18.95,724
189.61,66,20.8,20.6,15.46,76
132.57,79,20.7,22.6,10.48,14
186.13,78,20.5,22.1,13.86,838.4
345.65,61,19.7,21.1,19.93,126.5
132.57,86,19.5,22.9,20.61,1285.5
189.61,63,20,20.2,16.99,203
132.57,78,20,22.8,11.11,104
186.13,71,20.1,21.9,14.28,1418
345.65,77,19.2,21,19.48,186
132.57,81,17.8,22.4,21.43,1620.2
282.11,83,15.2,21.6,19.31,30
189.61,74,20,20.6,18.57,157
132.57,76,18,22.3,11.78,110
186.13,79,18.7,20.8,18.57,1923
345.65,79,18.1,20.6,13.43,72
132.57,81,17.6,21.7,18.94,2790
282.11,86,16,21.5,15.77,206.3
189.61,77,18.9,20.1,14.2,124
132.57,80,17.8,21.7,10.45,394
186.13,78,18.1,20.2,12.85,855
132.57,85,18.2,21.8,18.08,560.1
189.61,88,18.8,20.4,13.02,174
186.13,84,18.5,20.7,13.96,96
345.65,67,12.9,17.7,15.17,391
132.57,58,15.5,20.1,19.39,4825.9
282.11,56,13.9,19.9,20,12
189.61,58,13.8,17,15.6,482
132.57,54,15.7,20.4,11.07,120
186.13,66,14.5,18.5,13.33,1391
345.65,73,13,16.9,18.87,312
132.57,73,14.8,19.2,21.07,7199.7
282.11,73,12.6,19.1,19.5,131
189.61,63,14.1,16.5,18.31,458
186.13,67,14.6,18,14.83,1622.7
345.65,58,15,17.1,14.63,349
132.57,76,15.7,19.5,19.33,1959.8
282.11,78,14.6,19.5,16.04,346.7
189.61,61,15.4,16.6,15.4,304
132.57,66,16.7,19.9,10.57,380
186.13,66,16.9,18.4,13.21,2102
345.65,59,16.6,17.4,18.7,646.5
132.57,78,15,19.5,20.56,4121.4
282.11,70,14.7,19.3,17.95,170
189.61,57,17.3,17,18.2,242
132.57,63,16.6,19.6,11.07,60
186.13,61,18.2,18.7,13.82,1070
345.65,57,16.5,17.3,17.95,390.5
282.11,67,15.3,18.9,16.29,322.6
132.57,79,14.7,19,19.23,2042.1
189.61,59,17.3,16.9,17.82,128
132.57,66,16.6,19.1,10.6,160
186.13,65,17.5,18.4,13.23,1608
345.65,64,16.3,17.6,16.41,412.5
132.57,81,16.4,19.6,19.37,2640.6
282.11,73,15.3,19.3,15.02,130
189.61,67,16.6,17.2,15.44,228
186.13,69,17.6,19.1,13.48,1752.5
345.65,82,15,17.9,13.48,785.7
282.11,82,15,19,11.8,568.6
132.57,80,17.4,20.1,15.32,3656.6
189.61,84,15.5,17.2,12.95,222.5
132.57,72,18.2,20.4,10.4,70
186.13,84,16.7,19.4,10.69,2234
345.65,69,11.7,15.6,12.26,177.7
132.57,72,13.6,18.9,12.78,810
282.11,74,12.1,18.1,16.04,50
132.57,53,15.6,19.4,8.19,50
186.13,78,12.3,16.8,8.85,290
345.65,63,12.4,15.5,11.27,228.8
132.57,82,12.4,17.5,8.52,3282.6
282.11,84,9.9,16.6,7.51,280
189.61,56,12.9,15,12.84,464
186.13,74,13.3,16,4.59,1884
345.65,56,10.8,15,13.57,618.5
132.57,68,12.7,17.6,18.51,2585.4
282.11,76,10.5,16.2,16.25,120
189.61,55,11.1,14.5,14.48,66
132.57,47,15.2,18.6,8.39,50
186.13,57,12.3,15.6,12.17,1696
345.65,66,11.8,14.6,6.34,161
282.11,87,10.7,16.5,7.33,20
132.57,84,11.3,16.7,6.95,440
189.61,73,11.6,13.9,6.06,20
186.13,83,10.8,14.6,3.21,141
345.65,71,12.1,15.3,16.7,868.5
282.11,80,11,16.6,15.84,180
132.57,83,11.9,16.5,17.68,2503.5
189.61,75,12.5,14.6,15.98,434
186.13,82,12.1,14.9,10.57,1363
345.65,80,13.4,14.9,15.14,795
132.57,82,12.3,16.7,15.85,4120.1
282.11,79,10.6,15.7,15.58,372
189.61,81,14.2,14.7,14.54,1076
186.13,72,13.9,15,11.28,1490
345.65,71,13.4,15.2,15.71,459.5
132.57,77,12.8,16.7,17.67,2670.5
282.11,81,11.1,15.9,14.95,210
189.61,77,13.8,14.9,14.52,172
186.13,77,12.7,15,12.16,1309
345.65,80,13.5,15.2,4.44,520
132.57,95,13.2,16.7,4.73,2710.1
282.11,91,10.8,15.6,6.26,200
189.61,80,13.8,14.3,4.83,400
132.57,88,14.7,17.1,2.33,125
186.13,80,14,14.9,2.81,1467
345.65,69,12.9,15.1,12.01,318
132.57,78,14.1,16.8,9.85,2292.9
282.11,85,12.1,16.3,6.23,10
189.61,71,13.2,14.6,10.24,166
132.57,75,14.9,16.9,3.97,39
186.13,82,13,15.2,6.55,1352
345.65,56,9.9,14.1,15.96,400
132.57,57,12.2,15.3,17.52,3494.7
282.11,53,10.1,14.5,17.18,308
189.61,55,8.7,12.5,16.09,1086
132.57,50,12.8,15.4,9.68,70
186.13,68,9.7,13.6,12.53,1455
345.65,57,9.1,12.9,16.53,570
132.57,67,9.8,14.6,18.17,2573.1
282.11,54,8.6,13.2,17.06,225
189.61,56,8.4,11.2,15.89,114
132.57,51,12.1,14.5,9.17,80
186.13,72,8.7,13.1,11.89,1394
345.65,74,11.4,13.6,13.15,436
282.11,79,9.4,13.9,14.87,278.4
132.57,86,10.2,14.4,15.74,5156.6
189.61,80,11.4,12.4,12.77,582
132.57,71,13.1,15.1,7.89,50
186.13,81,11.3,13.4,11.28,1766
345.65,86,11.6,13.8,12.11,1145
132.57,84,11.6,14.7,15.12,4049.3
282.11,82,9.9,13.9,13.49,150
189.61,83,12.3,12.9,12.11,510
132.57,74,13.7,15.2,7.36,130
186.13,84,11.9,13.9,10.41,1352
345.65,62,12.9,14.5,14.21,356
282.11,66,13,15,12.73,294
132.57,82,13.1,15.5,11.95,4233.1
189.61,61,13.6,13.8,14.28,220
186.13,78,13,15.3,8.65,1140
345.65,59,9,12.9,14.44,172
132.57,71,9.5,14.1,16.58,3659.7
282.11,71,8.1,13.6,14.85,90
189.61,57,9.5,12,14.19,310
132.57,39,13.7,15,7.51,20
186.13,69,9.6,13,10.64,1135
345.65,55,10.7,12.7,14.58,363
132.57,77,9.2,13.4,16.4,4431.5
282.11,80,8.5,13.5,14.17,184
189.61,59,10.6,12,13.83,180
132.57,62,11.9,14.7,7.73,142
186.13,73,9.5,12.4,10.28,112
345.65,67,12.2,12.8,12.29,430
132.57,77,10.7,13.6,15.67,3539.4
282.11,81,9.3,13.6,11.72,192
132.57,71,11.4,14.5,7.86,80
186.13,70,12.5,12.9,9.83,942
345.65,72,10.2,13.2,14.38,358
132.57,82,11.8,14.7,12.92,4903.7
282.11,74,9.8,14,11.21,40
189.61,69,10.7,12.5,13.7,44
132.57,70,13.7,15.4,5.35,174
186.13,77,10.5,13.9,9.78,1235
345.65,53,7.5,11.2,9.32,398
132.57,66,7.6,12.7,14.68,3725.9
189.61,53,6,10.1,14.23,214
132.57,56,9,13.4,7.89,80
186.13,65,7.7,10.8,8.27,1313
345.65,60,5.2,10,14.66,697
132.57,68,5.4,11.4,16.27,4392.3
189.61,49,4.9,8.2,14.52,114
132.57,51,7.2,12,7.92,194
186.13,67,4.6,9.1,10.14,2211
345.65,67,8.8,10,11.99,628
132.57,65,7.7,10.6,13.83,2963.2
189.61,69,8.6,9.1,12.11,30
132.57,57,8.6,11.8,5.75,50
186.13,72,8,9.4,8.6,1549
345.65,71,12.2,12.1,4.61,550
132.57,82,11.2,12.1,3.12,3496.1
186.13,72,13.2,12,2.2,1034
345.65,73,12.8,13.3,11.86,275
132.57,85,12,13.2,12.8,3462.3
186.13,84,12.3,13,7.34,10
345.65,60,6.4,9.9,13.25,611
132.57,62,7,11.2,15.39,4747.7
132.57,42,9.1,12.2,7.52,20
186.13,66,6.2,9.2,9.3,859
345.65,64,7.1,9.8,13.32,292
132.57,69,7.3,10.9,15.18,4509.9
189.61,67,6.9,8.4,12.74,108
186.13,63,8.2,9.6,13.56,907
345.65,67,7.9,9.6,12.91,440
132.57,71,7,10.5,14.84,4345.8
189.61,73,7.9,8.8,12.03,150
132.57,58,9,11.9,7.02,50
186.13,75,7.6,9,8.93,1002
345.65,72,8.3,9.7,12.53,454
132.57,76,8.4,10.8,14.35,2743.9
132.57,75,9.8,12,7.14,78
186.13,75,8.4,9.2,9.4,1012
345.65,87,9.4,10.5,8.82,203
132.57,79,8.8,10.9,13.54,4385.3
189.61,80,10.2,9.8,7.81,48
132.57,65,11.4,12.3,6.92,50
186.13,85,9.2,9.4,8.68,696
132.57,80,9.9,11.3,13.02,3857
345.65,82,9.6,11.1,11.15,46
189.61,78,10.6,10.4,11,60
132.57,74,12,12.6,6.62,118
186.13,80,9.1,9.8,8.77,745.5
345.65,79,10.8,11.2,10.17,107
132.57,70,12.6,12.1,13.56,3647.1
132.57,65,14.5,13.6,6.85,90
186.13,81,11,10.6,8.02,899.5
345.65,76,14.4,12.1,4.08,30
132.57,83,16.2,13.8,7.29,2265.4
189.61,70,16,11.7,5.65,100
186.13,91,14.4,12.1,3.57,1118
345.65,90,17.1,13.9,2.42,180
132.57,86,19.4,15,7.4,2783.5
132.57,87,19.2,15.9,2.33,10
186.13,91,18.4,14.6,3.16,682
345.65,85,14.2,15.6,0.8,146
132.57,87,17.7,16.5,1.67,2743.1
189.61,90,14.2,14.9,0.45,112
132.57,74,9.2,13.6,2.71,2939.3
186.13,80,7.7,11.7,0.3,468
345.65,71,5.8,9.8,11.04,168
132.57,76,8.7,11.7,13.36,3028.7
189.61,72,6.3,8.4,10.74,84
132.57,73,9.5,12.3,6.46,20
186.13,75,7.7,9.8,7.99,424
345.65,65,3.3,8.7,11.28,60
132.57,68,,10.8,9.25,4007.1
282.11,64,3.2,8.5,12.15,20
186.13,66,5.2,8.8,7.53,438
132.57,60,5.7,9.8,11.88,4249.4
345.65,60,4.2,8,8.51,151.2
186.13,57,5.4,7.8,6.16,1350
345.65,72,4.8,7.4,10.17,211
132.57,73,5.7,9.2,13.25,3628.9
132.57,44,9.4,10.6,6.56,34
186.13,71,5.5,6.8,6.56,266
132.57,73,7.8,9.7,11.1,2395.4
345.65,71,5.8,8.3,10.18,10
132.57,54,10,11.1,5.24,50
186.13,70,7.2,7.5,6.09,777
345.65,64,5.1,7.9,4.19,98
132.57,71,6.8,9.6,5.56,2712.9
186.13,74,5.8,7.6,1.96,472
345.65,54,2.4,6.8,10.33,77
132.57,57,5.2,8.6,11.39,1815.1
189.61,56,0.4,4.7,10.95,40
186.13,62,3.6,6.1,7.78,1104
345.65,66,0.7,5.2,10.1,20
132.57,77,2.2,7.2,12.49,1682
186.13,70,2.8,5.2,6.55,562
132.57,67,1.6,6.4,12.83,1981.3
345.65,51,1.6,4.3,11.1,40
186.13,58,2.2,3.9,6.41,410
345.65,50,3.4,5.7,9.42,36
132.57,64,2.3,6.2,10.7,2422.2
282.11,59,2.6,4.7,10.88,40
189.61,42,3.5,4.5,8.1,91
186.13,52,4.1,4.1,6.39,310
132.57,70,2.6,6,12.5,1575.7
345.65,62,1.4,4.9,8.68,23
186.13,69,1.7,3.9,5.15,454
132.57,72,1.3,5.6,11.47,2496.5
282.11,62,-0.6,3.5,10.97,100
132.57,51,4.4,7.2,6.15,10
186.13,76,0,2.8,5.17,603.5
132.57,75,1.8,5,12.5,1864.1
186.13,78,2.9,3.6,6.32,844
132.57,77,3.6,5.2,6.24,3004.8
282.11,69,2.5,3.3,6.78,159
186.13,78,4.2,4.2,3.15,891
132.57,77,1.2,5.5,9.68,2460.6
186.13,69,1.7,4,4.4,1524
132.57,68,0.9,4.5,12.58,2219.1
186.13,61,1.8,2.6,6.94,60
132.57,73,4,5.4,6.07,1657.2
186.13,72,5.3,4.8,5.07,1002
132.57,87,4.7,5.8,6.58,1446.3
186.13,84,5.9,5.5,4.21,540
132.57,71,3.8,6.3,11.91,2128.2
186.13,60,4.2,4.8,5.38,768
132.57,56,-1.2,4.3,12.03,2683.2
132.57,46,-0.8,5.8,4.28,50
186.13,56,-2.9,1.9,5.98,874
132.57,64,-3.7,2.8,12.75,2540.2
186.13,59,-4.6,0.7,5.8,694
132.57,75,-3.9,2,11.13,2551.8
186.13,66,-4,0.3,4.58,636
132.57,79,-2.1,1.9,12.26,2085
282.11,54,-5.6,-0.2,11.08,38
186.13,78,-4.2,0,6.24,1204
132.57,78,-0.3,2.2,8.25,2457.2
132.57,67,1.4,3.8,3.97,10
186.13,75,0,-0.1,1.88,842
132.57,47,-1.2,2.4,13.16,1666.6
189.61,47,-4.6,-0.5,10.83,50
186.13,53,-3.1,-0.1,5.85,784
132.57,77,-1.4,2.1,7.71,2784.4
186.13,75,0.9,-0.1,5.42,570
132.57,83,-0.4,2.2,7.19,1589.7
186.13,87,1.2,0.1,3.66,360
132.57,85,1.4,2.4,8.06,2637.8
186.13,85,3.3,0.3,3.62,828
132.57,70,3.8,3.3,10.89,1861.6
282.11,66,2.6,0.1,9.22,80
186.13,70,4.4,0.4,5.51,1044
132.57,72,1.9,3.5,11.05,2281.1
132.57,74,1.7,3,11.33,1382.7
282.11,76,-0.8,0.1,7.38,100
186.13,82,1.1,0.8,2.22,1488
132.57,93,4.2,5.4,10.51,3399.3
186.13,86,4.4,2.5,6.7,758
132.57,88,2.5,5.1,6.17,2595.9
282.11,80,1.6,0.6,6.29,60
186.13,93,1.9,3.5,3.3,934
132.57,87,-4.3,3.9,1.94,2037.6
282.11,50,-5.6,0.5,11.27,30
132.57,74,-3.4,4.3,3.12,80
186.13,76,-5.6,2.1,9.39,890
132.57,85,-5.2,3.6,11.56,1615.3
132.57,73,-2.5,2.3,5.32,6
186.13,78,-6.5,0.9,5.58,138
131.38,69,-2.2,0.9,6.59,50
61.3,85,-0.6,2.3,10.07,3293.3
131.38,75,-1.8,0.3,4.29,40
61.3,72,-0.1,2.6,7.74,1594.5
117.89,50,-1,-0.3,9.58,60
131.38,73,-1.7,0.5,4.08,60
61.3,74,-2.5,2,10.95,1670.1
61.3,69,-2.2,2.3,4.12,60
131.38,74,-4.8,0,6.95,70
61.3,77,-8.8,1.9,5.16,1557.9
142.23,69,-10.9,0.4,8.2,50
117.89,44,-9.8,-1.6,11.87,80
131.38,70,-10.4,0.3,9.62,30
61.3,77,-11.6,1.6,12.15,1104.8
61.3,59,-8.2,1,5.26,166
131.38,73,-13.5,0,7.19,50
61.3,75,-9.4,1.2,13.02,616.9
117.89,53,-9.3,-2.8,11.61,80
131.38,78,-11.9,-0.4,8.5,80
61.3,88,-3.3,0.9,5.82,1684
61.3,75,-0.8,0.6,3.41,30
131.38,74,-5,-0.3,3.46,70
142.23,84,-3.5,0.6,7.69,10
131.38,89,-2.4,-0.3,7.83,130
142.23,85,1,0.9,9.6,10
61.3,81,2.8,1,11.74,1556.8
61.3,75,2.4,1.5,5.41,70
131.38,79,3.6,0,7.47,20
61.3,85,3.5,2.1,12.16,853
131.38,64,3.7,-0.1,6.73,90
61.3,85,6.6,3.8,7.46,1161.6
75.76,72,4.4,-0.2,3.83,90
131.38,80,6.8,-0.4,2.74,30
61.3,66,0.8,4.1,7.43,404.2
61.3,78,0.4,2,5.69,819.3
61.3,65,-2.3,1.7,14.39,1504
131.38,54,-4.7,-0.5,7.52,60
61.3,76,1.4,1.8,13.68,1694.3
75.76,47,-0.4,-1.1,11.62,60
61.3,86,7.4,3.4,5.47,984
131.38,76,6.1,-0.4,3.5,120
61.3,100,9,5.6,4.14,1969.9
61.3,100,9,6.7,3.29,1545.6
131.38,78,9.8,5.2,3.3,80
61.3,78,7,7.1,13.75,2798.1
75.76,71,6.9,1.9,10.82,30
61.3,77,7,6.9,6.64,10
131.38,76,6.4,4.9,7.45,70
61.3,92,6,7,3.79,2087.5
75.76,91,4.8,2.6,1.67,130
131.38,89,5.6,5,3.03,100
61.3,54,4.8,6.5,14.25,1678.9
75.76,61,1.5,1.8,11.47,20
61.3,53,5.3,6.8,6.48,50
131.38,50,3.9,3.8,7.95,60
61.3,78,0,5.1,6.84,529.5
75.76,62,-2.6,0.8,6.97,10
131.38,75,-1.1,1.8,3.47,60
61.3,72,-3.2,3.7,15.34,926.9
75.76,47,-8.2,-0.1,13.64,500
61.3,61,-2.1,3.4,7.47,10
131.38,48,-4.4,0.5,8.76,120
61.3,83,0.3,3.1,9.81,649.6
131.38,78,0.3,0.4,3.87,80
61.3,87,8.5,6.1,4.36,677
75.76,89,5,0.3,5.55,10
61.3,85,8.8,6.6,1.6,80
131.38,87,7.7,4.6,4.37,100
