품종,content,label
유기농 홍고추,고추가 많이 찢어져서 왔어요. 운송 중에 제대로 관리가 안 된 것 같아요.,1
무농약 건고추,고추를 씻었더니 색이 많이 빠지더라고요. 천연색이 아닌 것 같아요.,1
일반 건고추,매운맛이 너무 강해서 먹기 힘들었어요. 맵기 정도가 일정하지 않아요.,1
유기농 청양고추,고추를 다듬다 보니 안쪽에 벌레가 있더라고요. 정말 실망했어요.,1
일반 청양고추,"고추를 구입했는데, 냉장보관 했음에도 불구하고 몇 일 안 돼서 상해버렸어요.",1
무농약 청양고추,집에 있는 고추와 비교했을 때 이 고추들은 정말 맛이 없어요.,1
무농약 건고추,고추들이 너무 마르고 쭈글쭈글해요. 신선도가 많이 떨어져 보여요.,1
일반 홍고추,이번에 온 고추는 유난히 냄새가 강하네요. 자연스러운 냄새가 아닌 것 같아요.,1
무농약 홍고추,고추를 요리에 사용했더니 음식 맛이 이상해졌어요. 품질에 실망했습니다.,1
유기농 홍고추,고추가 너무 얇아서 요리할 때 제대로 쓰이지 않아요.,1
무농약 건고추,이 고추들은 매운맛이 거의 없어요. 맵기를 기대했던 저로서는 실망스러워요.,1
일반 건고추,고추가 너무 오래된 것 같아요. 맛이 전혀 살아있지 않네요.,1
유기농 청양고추,이번 배송받은 고추 중 일부는 이미 썩기 시작했더라고요.,1
무농약 청양고추,고추를 써보니 텍스처가 너무 퍽퍽해요. 신선한 고추가 아닌 것 같아요.,1
일반 청양고추,고추를 너무 싸게 산 게 아닌가 싶을 정도로 품질이 떨어져요.,1
무농약 건고추,맵기가 일정하지 않아서 요리할 때 계속 맛을 조절해야 했어요.,1
유기농 건고추,고추를 구매한 후 몇 일만에 벌레가 생겼어요. 정말 불쾌하네요.,1
일반 홍고추,포장이 제대로 안 되어 있어서 고추들이 운송 중에 상당히 손상된 것 같아요.,1
무농약 홍고추,고추가 너무 작아서 사용하기가 불편해요. 크기가 너무 불규칙해요.,1
유기농 홍고추,이 고추는 정말 맛이 없어요. 다른 제품으로 교체할 생각입니다.,1
무농약 청양고추,색깔이 너무 연해서 신선하지 않아 보여요. 맛도 기대 이하였습니다.,1
일반 건고추,고추 안에 이물질이 있어서 청소하는 데 시간이 많이 걸렸어요.,1
무농약 건고추,요리할 때 고추에서 이상한 냄새가 났어요. 품질에 문제가 있는 것 같아요.,1
유기농 청양고추,고추들 중 몇 개는 너무 말라서 요리에 사용하기가 어려웠어요.,1
일반 청양고추,고추를 자세히 보니 표면에 이상한 반점들이 많아요. 외관상으로도 마음에 들지 않습니다.,1
일반 홍고추,이 고추는 너무 오래되어 맛이 없어요. 돈이 아깝네요.,1
무농약 홍고추,고추를 받자마자 몇 개는 바로 버려야 했어요. 상태가 너무 안 좋았습니다.,1
무농약 건고추,맵기가 너무 적당치 않아서 요리의 맛을 망쳤어요. 일관성이 없는 제품입니다.,1
유기농 홍고추,고추 표면에 상처가 많아서 외관이 좋지 않아요.,1
유기농 청양고추,고추의 맛이 너무 불규칙해서 제대로 된 요리가 불가능했습니다.,1
일반 건고추,포장을 열자마자 고추에서 나는 냄새에 실망했어요. 전혀 신선하지 않습니다.,1
무농약 건고추,고추를 사용한 후부터 음식이 이상하게 맛이 없어졌어요. 원인을 찾다가 고추가 문제라는 것을 알았습니다.,1
무농약 청양고추,제가 원하는 매운맛이 아니에요. 너무 약해서 아쉬웠습니다.,1
유기농 건고추,고추를 다듬는 과정에서 너무 많은 부분을 잘라내야 했어요. 사용 가능한 부분이 너무 적었습니다.,1
일반 홍고추,고추의 색이 너무 달라서 신선한지 의심스러웠어요.,1
무농약 홍고추,맛이 너무 심심해서 특별한 요리를 만들기 어려웠습니다.,1
일반 청양고추,고추가 너무 얇아서 요리하다가 다 타버렸어요.,1
무농약 건고추,고추를 요리할 때마다 매운맛이 너무 들쑥날쑥해요. 매번 실패하게 만듭니다.,1
유기농 홍고추,고추에서 나는 냄새가 너무 강해서 다른 재료들의 맛을 덮어버렸어요.,1
무농약 청양고추,"고추의 신선도가 너무 떨어져서, 몇 일만에 쓰레기통으로 직행했습니다.",1
유기농 청양고추,고추를 다듬으면서 벌레를 여러 번 발견했어요. 정말 혐오스러웠습니다.,1
일반 건고추,요리할 때 고추의 맵기 때문에 매번 눈물을 흘리게 되네요. 너무 과한 맵기입니다.,1
무농약 건고추,고추들이 너무 과숙해져서 요리하기가 어려웠습니다.,1
유기농 건고추,"이 고추는 정말 신선도가 떨어져서, 사먹은 것을 후회하고 있어요.",1
무농약 홍고추,고추가 너무 오래돼서 맛이 변한 것 같아요. 사용하기가 망설여집니다.,1
일반 홍고추,고추를 요리에 넣었더니 이상하게 쓴맛이 났어요. 매운맛도 제대로 나지 않았습니다.,1
무농약 청양고추,고추를 씻다가 손이 벌겋게 되어버렸어요. 맵기가 너무 세서 손상을 입었습니다.,1
유기농 홍고추,고추가 너무 잘 터져서 요리하는 동안에 불편함이 많았습니다.,1
유기농 청양고추,맵기 조절이 어려워서 매번 요리가 실패해요. 고추 때문에 스트레스 받습니다.,1
일반 건고추,고추를 구입한 지 얼마 되지 않아서 상했어요. 보관 상태에 문제가 있었던 것 같습니다.,1
무농약 건고추,고추가 너무 질겨서 씹는 맛이 좋지 않아요. 식감이 많이 떨어집니다.,1
일반 청양고추,고추를 사용하고 나서 음식이 전반적으로 맛이 없어졌어요. 재료의 질이 음식의 질을 결정한다는 것을 깨달았습니다.,1
무농약 건고추,포장을 개봉했는데 고추가 너무 축 쳐져 있었어요. 신선도가 의심스러웠습니다.,1
유기농 건고추,고추에서 나는 이상한 냄새 때문에 전체 요리의 향을 망쳐버렸어요.,1
무농약 홍고추,이 고추는 다른 고추들보다 매운맛이 너무 강해서 먹기가 힘들었습니다.,1
일반 홍고추,고추를 다듬는데 시간이 너무 많이 걸렸어요. 상태가 좋지 않아서 손질이 어려웠습니다.,1
유기농 홍고추,고추를 먹고 나서 속이 너무 안 좋았어요. 품질에 문제가 있는 것 같습니다.,1
무농약 청양고추,이 고추들은 다른 고추들에 비해 맛이나 향이 너무 떨어져요.,1
일반 청양고추,고추를 요리에 넣었더니 음식 맛이 완전히 달라졌어요. 너무 맵고 쓴맛이 강했습니다.,1
유기농 청양고추,포장을 열자마자 고추들이 너무 마른 것을 발견했어요. 요리하기에 적합하지 않았습니다.,1
일반 건고추,고추가 너무 딱딱해서 잘라내는 데 많은 어려움을 겪었습니다.,1
무농약 건고추,고추가 너무 잘 부서져서 사용하기가 불편했습니다.,1
무농약 홍고추,고추를 보관하는 동안에 곰팡이가 생겼어요. 빨리 사용해야 할 것 같아요.,1
일반 홍고추,고추를 사용한 요리가 너무 맵고 짜서 먹을 수가 없었습니다.,1
유기농 홍고추,고추의 맵기가 예상보다 훨씬 약해서 맛이 싱거웠습니다.,1
무농약 청양고추,고추가 너무 실망스러워서 다시는 이 브랜드를 구매하지 않을 것입니다.,1
일반 청양고추,포장을 열었는데 고추에서 나는 냄새가 정말 좋지 않았습니다.,1
유기농 청양고추,고추의 품질이 좋지 않아서 요리의 전체적인 맛이 떨어졌습니다.,1
일반 건고추,고추를 다듬을 때 손이 너무 아팠어요. 고추가 너무 단단해서 다루기가 어려웠습니다.,1
무농약 건고추,고추의 색깔이 너무 어두워서 신선도에 의문이 들었습니다.,1
유기농 건고추,"이 고추는 정말 신선하지 않아 보였고, 맛도 기대 이하였습니다.",1
무농약 홍고추,요리할 때마다 이 고추 때문에 매번 실패하게 되네요. 품질이 너무 일정하지 않습니다.,1
일반 홍고추,고추에서 나오는 씨가 너무 많아서 손질하는 데 시간이 많이 들었습니다.,1
무농약 청양고추,"고추를 요리에 사용했는데, 요리가 너무 맵게 되어서 다 망쳤어요.",1
유기농 홍고추,고추를 받고 나서 한동안 방치했더니 쉽게 상해버렸어요. 내구성이 부족한 것 같습니다.,1
일반 청양고추,"고추가 매우 상큼하고 신선하다고 하지만, 너무 빨리 상하지 않나요?",1
무농약 청양고추,"고추를 산 다음 하루만 지나도 녹아버리는데, 이게 정상인가요?",1
유기농 건고추,고추 표면에 이상한 얼룩이 많이 있어서 먹기 전에 항상 세척을 해야 합니다.,1
일반 홍고추,"고추는 품질이 좋다고 하지만, 내부가 실망스럽게 썩어있는 경우가 많습니다.",1
무농약 홍고추,물에 담궈도 고추의 냄새가 꽤 강해서 손질하기 어렵습니다.,1
유기농 홍고추,"고추가 처음에는 신선하게 보이지만, 몇 일이 지나면 부패해 버립니다.",1
무농약 건고추,고추가 통째로 구매하면 항상 몇 개가 상태가 좋지 않고 상하기 쉽습니다.,1
일반 건고추,고추가 먹을 만한 품질이 아니라 손에 묻는 냄새가 정말로 불쾌합니다.,1
유기농 청양고추,고추를 살 때마다 품질이 일관되지 않아서 항상 걱정입니다.,1
일반 청양고추,고추가 늘 녹아있거나 다른 이상한 냄새가 납니다.,1
무농약 청양고추,고추 표면의 상처와 더러움 때문에 손으로 만질 때마다 불안합니다.,1
무농약 건고추,고추를 사면서 매번 상태가 좋지 않은 것 같습니다.,1
일반 홍고추,고추가 너무 많이 상하고 빠르게 부패합니다.,1
무농약 홍고추,고추를 사면 내부에 무서운 것이 들어 있을까봐 항상 걱정됩니다.,1
유기농 홍고추,"고추가 보기에 좋아 보이지만, 맛은 전혀 괜찮지 않습니다.",1
무농약 건고추,고추를 세척해도 표면의 이상한 냄새가 가십니다.,1
일반 건고추,"고추를 사면 항상 실망하게 되고, 돈을 낭비한 것 같습니다.",1
유기농 청양고추,고추를 먹다가 너무 썩어서 던져야 했습니다.,1
무농약 청양고추,고추가 상하고 부패하기가 너무 빨라서 실망스럽습니다.,1
일반 청양고추,고추를 사면 항상 망가져 있는 것 같습니다.,1
무농약 건고추,고추 표면에 가품이 있을 수도 있습니다.,1
유기농 건고추,고추를 사면 무엇을 얻을지 확신하지 못합니다.,1
일반 홍고추,고추 표면에 이상한 무언가가 있어서 먹기 전에 항상 걱정됩니다.,1
무농약 홍고추,고추가 너무 빨리 상하기 때문에 계속해서 사야합니다.,1
유기농 홍고추,고추를 사면 항상 속이 상해있는 것 같습니다.,1
무농약 청양고추,고추를 세척하면서 더러운 것이 많이 나와서 끔찍합니다.,1
일반 건고추,고추가 더럽고 상태가 좋지 않습니다.,1
무농약 건고추,고추를 사면 품질이 항상 떨어지는 것 같습니다.,1
유기농 청양고추,고추가 상하고 냄새가 나서 먹을 수가 없습니다.,1
일반 청양고추,고추가 매우 부패하고 상태가 좋지 않습니다.,1
일반 홍고추,고추를 세척해도 더러운 것이 많이 남아있습니다.,1
무농약 홍고추,고추가 상한 부분이 많아서 먹을 수가 없습니다.,1
무농약 건고추,고추가 냄새가 나서 먹기 어렵습니다.,1
유기농 홍고추,고추를 사면 늘 실망하게 됩니다.,1
유기농 청양고추,고추가 품질이 너무 떨어집니다.,1
일반 건고추,고추를 사면 항상 상태가 나쁩니다.,1
무농약 건고추,고추가 너무 빨리 상하여 손해가 큽니다.,1
무농약 청양고추,고추를 사면 항상 녹아있는 것 같습니다.,1
유기농 건고추,고추가 매우 더러워서 세척하기 어렵습니다.,1
일반 홍고추,고추를 사면 매번 실망합니다.,1
무농약 홍고추,고추가 상한 부분이 많아서 먹을 수 없습니다.,1
일반 청양고추,고추가 내부에서 썩은 것이 많아서 실망합니다.,1
무농약 건고추,고추가 냄새가 너무 강해서 먹기가 어렵습니다.,1
유기농 홍고추,고추를 사면 항상 실망하게 됩니다.,1
무농약 청양고추,고추가 품질이 너무 떨어집니다.,1
유기농 청양고추,고추를 사면 항상 상태가 나쁩니다.,1
일반 건고추,고추가 너무 빨리 상하여 손해가 큽니다.,1
무농약 건고추,고추를 사면 항상 녹아있는 것 같습니다.,1
유기농 건고추,고추가 매우 더러워서 세척하기 어렵습니다.,1
무농약 홍고추,고추를 사면 매번 실망합니다.,1
일반 홍고추,고추가 상한 부분이 많아서 먹을 수 없습니다.,1
무농약 청양고추,고추가 내부에서 썩은 것이 많아서 실망합니다.,1
유기농 홍고추,고추가 냄새가 너무 강해서 먹기가 어렵습니다.,1
유기농 청양고추,고추를 사면 항상 걱정이 됩니다.,1
일반 건고추,고추가 품질이 항상 떨어집니다.,1
무농약 건고추,고추를 사면 항상 상태가 나쁩니다.,1
일반 청양고추,고추가 너무 빨리 상하기 때문에 손해가 큽니다.,1
무농약 건고추,고추를 사면 항상 녹아있는 것 같습니다.,1
유기농 건고추,고추가 매우 더러워서 세척하기 어렵습니다.,1
무농약 홍고추,고추를 사면 매번 실망합니다.,1
일반 홍고추,고추가 상한 부분이 많아서 먹을 수 없습니다.,1
유기농 홍고추,고추가 내부에서 썩은 것이 많아서 실망합니다.,1
무농약 청양고추,고추가 냄새가 너무 강해서 먹기가 어렵습니다.,1
일반 청양고추,고추를 사면 항상 걱정이 됩니다.,1
유기농 청양고추,고추가 품질이 항상 떨어집니다.,1
일반 건고추,고추를 사면 항상 상태가 나쁩니다.,1
무농약 건고추,고추가 너무 빨리 상하기 때문에 손해가 큽니다.,1
무농약 홍고추,고추를 사면 항상 녹아있는 것 같습니다.,1
일반 홍고추,고추가 매우 더러워서 세척하기 어렵습니다.,1
유기농 홍고추,고추를 사면 매번 실망합니다.,1
무농약 청양고추,고추가 상한 부분이 많아서 먹을 수 없습니다.,1
일반 청양고추,고추가 내부에서 썩은 것이 많아서 실망합니다.,1
유기농 청양고추,고추가 냄새가 너무 강해서 먹기가 어렵습니다.,1
일반 건고추,고추를 사면 항상 상한 것이 섞여 있습니다.,1
무농약 건고추,고추가 냄새가 나서 냉장고에 보관하기 어렵습니다.,1
유기농 건고추,고추를 산 다음에는 항상 먹기 전에 빨리 손질해야 합니다.,1
무농약 홍고추,고추를 사면 항상 실망하게 됩니다. 이건 정말로 가치가 없어요.,1
일반 홍고추,고추를 사면 내부가 꽉 차 있어서 먹기 어렵습니다.,1
무농약 청양고추,고추를 사면 먹을 때마다 입맛이 망가집니다.,1
유기농 홍고추,고추를 세척해도 내부의 부패가 심각합니다.,1
유기농 청양고추,고추를 사면 너무 더러워서 세척하기 어렵습니다.,1
일반 건고추,고추가 품질이 항상 떨어집니다.,1
무농약 건고추,고추를 사면 항상 상태가 나쁩니다.,1
일반 청양고추,고추가 너무 빨리 상하기 때문에 손해가 큽니다.,1
무농약 건고추,고추를 사면 항상 녹아있는 것 같습니다.,1
유기농 건고추,고추가 매우 더러워서 세척하기 어렵습니다.,1
무농약 홍고추,고추를 사면 매번 실망합니다.,1
일반 홍고추,고추가 상한 부분이 많아서 먹을 수 없습니다.,1
유기농 홍고추,고추가 내부에서 썩은 것이 많아서 실망합니다.,1
무농약 청양고추,고추가 냄새가 너무 강해서 먹기가 어렵습니다.,1
일반 청양고추,고추를 사면 항상 걱정이 됩니다.,1
유기농 청양고추,고추가 품질이 항상 떨어집니다.,1
일반 건고추,고추를 사면 항상 상태가 나쁩니다.,1
무농약 건고추,고추가 너무 빨리 상하기 때문에 손해가 큽니다.,1
무농약 홍고추,고추를 사면 항상 녹아있는 것 같습니다.,1
일반 홍고추,고추가 매우 더러워서 세척하기 어렵습니다.,1
유기농 홍고추,고추를 사면 매번 실망합니다.,1
무농약 청양고추,고추가 상한 부분이 많아서 먹을 수 없습니다.,1
일반 청양고추,고추가 내부에서 썩은 것이 많아서 실망합니다.,1
유기농 청양고추,고추가 냄새가 너무 강해서 먹기가 어렵습니다.,1
일반 건고추,고추를 사면 항상 걱정이 됩니다.,1
무농약 건고추,고추가 품질이 항상 떨어집니다.,1
유기농 건고추,고추를 사면 항상 상태가 나쁩니다.,1
무농약 홍고추,고추가 너무 빨리 상하기 때문에 손해가 큽니다.,1
일반 홍고추,고추를 사면 항상 녹아있는 것 같습니다.,1
무농약 청양고추,고추가 매우 더러워서 세척하기 어렵습니다.,1
유기농 홍고추,고추를 사면 매번 실망합니다.,1
유기농 청양고추,고추가 상한 부분이 많아서 먹을 수 없습니다.,1
일반 건고추,고추가 내부에서 썩은 것이 많아서 실망합니다.,1
무농약 건고추,고추가 냄새가 너무 강해서 먹기가 어렵습니다.,1
일반 청양고추,고추를 사면 항상 걱정이 됩니다.,1
무농약 건고추,고추가 품질이 항상 떨어집니다.,1
유기농 건고추,고추를 사면 항상 상태가 나쁩니다.,1
무농약 홍고추,고추가 너무 빨리 상하기 때문에 손해가 큽니다.,1
일반 홍고추,고추를 사면 항상 녹아있는 것 같습니다.,1
유기농 홍고추,고추가 매우 더러워서 세척하기 어렵습니다.,1
무농약 청양고추,고추를 사면 매번 실망합니다.,1
일반 청양고추,고추가 상한 부분이 많아서 먹을 수 없습니다.,1
유기농 청양고추,고추가 내부에서 썩은 것이 많아서 실망합니다.,1
일반 건고추,고추가 냄새가 너무 강해서 먹기가 어렵습니다.,1
유기농 청양고추,"고추는 너무 매워서 입안을 불태우는데, 정말로 어떤 맛이 있는지 느낄 수 없어요.",1
일반 건고추,고추를 먹으면 입안이 마비된 것처럼 느껴져서 불편해요.,1
무농약 건고추,"고추를 넣으면 음식의 맛이 왜곡되어, 원래 재료의 맛을 즐기기 어려워요.",1
유기농 건고추,고추를 먹으면 속이 자주 아프고 소화에 문제가 생길 때가 많아요.,1
일반 건고추,고추는 냄새가 너무 강해서 주방이 계속 향기가 나요.,1
일반 홍고추,"고추를 다루다가 손이 가려워지고, 눈이 따가워져 눈물이 나요.",1
무농약 홍고추,고추는 신선하게 보관하기 어려워서 종종 상하게 됩니다.,1
유기농 홍고추,고추는 다른 식재료와 함께 보관하면 다른 음식에 매운 맛이 옮겨집니다.,1
무농약 청양고추,"고추를 손질하는 과정이 번거롭고, 신중한 주의가 필요해요.",1
무농약 홍고추,고추를 손질할 때 착용한 장갑도 아무래도 충분하지 않은 것 같아요.,1
일반 청양고추,고추를 손질하는 동안 손에 고추 오일이 남아 어지럽고 미끄러워져요.,1
일반 건고추,"고추를 실수로 눈에 손대면, 참으로 고통스럽습니다.",1
일반 홍고추,고추는 아이들이나 민감한 입맛을 가진 사람들에겐 먹기 어려워요.,1
일반 건고추,고추를 너무 많이 사용하면 음식이 너무 건조해지고 입맛이 떨어져요.,1
무농약 건고추,"고추는 여름철에 먹기 더 어려운데, 더위를 더 느끼게 해요.",1
일반 청양고추,고추를 먹으면 입안이 계속 화끈하게 타오르는 느낌이 들어요.,1
일반 건고추,고추는 기침을 자주 유발하고 목을 건조하게 만듭니다.,1
일반 홍고추,"고추를 먹으면 땀이 쏟아지고, 땀이 매운 맛을 느낄 때가 있어요.",1
일반 건고추,고추를 먹으면 속이 매운 맛으로 가득 차서 불편해요.,1
무농약 홍고추,고추의 매운 맛으로 먹는 즐거움이 전혀 느껴지지 않아요.,1
무농약 건고추,고추를 먹으면 속이 너무 뜨거워서 물을 많이 마셔야 해요.,1
일반 청양고추,고추를 먹으면 가래가 늘어나고 목이 아파져요.,1
일반 건고추,고추를 먹으면 잠깐의 즐거움 대신 후회가 남아요.,1
무농약 건고추,"고추를 먹으면 입맛이 나빠지고, 음식을 즐기기 어려워요.",1
유기농 청양고추,고추는 조절이 어렵기 때문에 음식을 다시 조리해야 할 때가 많아요.,1
무농약 홍고추,고추를 먹으면 속이 무거워져 소화에 어려움을 겪어요.,1
유기농 건고추,고추를 먹으면 속이 부어서 불쾌한 느낌이 들어요.,1
일반 홍고추,"고추를 먹으면 입맛을 떨어뜨리고, 다른 음식의 맛을 감추어 버려요.",1
무농약 청양고추,고추를 먹으면 입맛이 예민한 사람에겐 추천하지 않아요.,1
유기농 홍고추,"고추는 다른 맛을 덮어버리는데, 이게 좋은 것일까요?",1
일반 건고추,고추는 너무 매워서 아무런 맛을 느끼지 못해요.,1
일반 청양고추,고추를 먹으면 속이 뒤집힌 것처럼 느껴져요.,1
유기농 청양고추,고추는 어떤 음식이나 요리와도 어울리지 않는다고 생각해요.,1
무농약 홍고추,고추를 먹으면 입안이 계속 화끈하게 타오르는 느낌이 들어요.,1
유기농 홍고추,고추를 먹으면 속이 무거워져 음식을 소화하기 어렵다고 느껴져요.,1
일반 건고추,고추는 냄새가 너무 강해 주방에 계속 냄새가 나요.,1
일반 홍고추,고추를 다루다가 손에 냄새가 오래 남아서 불쾌해요.,1
일반 건고추,고추는 신선하게 보관하기 어려워서 종종 상하게 됩니다.,1
일반 청양고추,"고추를 다루는 동안 손이 가려워지고, 따가운 눈물이 나요.",1
무농약 건고추,고추를 손질할 때 착용한 장갑도 아무래도 충분하지 않은 것 같아요.,1
일반 건고추,고추는 다른 식재료와 함께 보관하면 다른 음식에 매운 맛이 옮겨집니다.,1
일반 홍고추,맛이 실망스러웠어요 고추는 정말 실망이 큽니다.,1
무농약 청양고추,제가 받은 크기가 사진과 달랐어요는 사용하기에 너무 나빴어요.,1
유기농 홍고추,과숙해서 흐물거려요 때문에 요리가 망쳐버렸어요.,1
일반 건고추,이런 미숙해서 딱딱해요를 받을 줄은 몰랐네요.,1
일반 청양고추,"충분히 맵지 않아요 고추, 다시는 구매하고 싶지 않습니다.",1
유기농 청양고추,고작 이런 너무 매워서 먹을 수 없어요를 받으려고 기다린 건가요?,1
무농약 홍고추,"고추를 좋아하지만, 이번에는 도착했을 때부터 썩었어요가 너무 실망스러웠어요.",1
유기농 청양고추,이번 구매한 포장이 망가져 있었어요는 정말 최악이었어요.,1
무농약 홍고추,품질이 일정하지 않아요 고추를 먹고 정말 기분이 나빠졌어요.,1
유기농 건고추,가격 대비 가치가 없어요는 제 기대를 완전히 저버렸습니다.,1
